country,value
ARG,691.7783352209209
AUS,2266.667430744947
AUT,-3662.4811496969965
BEL,-4434.012079370931
BGR,-361.9665739376862
BRA,12519.836008766722
BRN,422.011466856545
CAN,1182.472568960329
CHE,-6998.802723381304
CHL,-3146.4087808560794
CHN,25000.70952301053
COL,1792.300264097764
CRI,-308.30440398758617
CYP,-16.7398753579232
CZE,-1468.6692830581085
DEU,-29599.24953288964
DNK,-2343.7490051527966
ESP,-9814.927154823512
EST,146.44337702970884
FIN,-1481.514710874677
FRA,-12642.817743464717
GBR,-8368.227616093045
GRC,-1417.2480786872666
HRV,-126.8871729381126
HUN,-667.306693272133
IDN,18477.557904287944
IND,19945.38208591623
IRL,-5524.9887417203745
ISL,-147.75701914569638
ISR,-2058.1089893750536
ITA,-15921.90967422025
JPN,-24674.907715861773
KAZ,4009.9883806136554
KHM,1313.6308142834212
KOR,-17007.92082501197
LAO,686.5908933808596
LTU,-283.9613152331095
LVA,-75.03108245215509
MAR,380.4469534468772
MEX,3003.644358152126
MLT,-127.81376393892239
MMR,3509.8100920552815
NLD,-8148.249303118767
NOR,-920.2120065154201
NZL,-769.7672512213668
PER,734.393249449258
PHL,1598.7178685501801
POL,-783.6628798154899
PRT,-1319.0928236792015
ROU,-478.99644481637677
ROW,86499.65515972165
RUS,26684.13083859815
SAU,16366.529205634235
SGP,-4972.043286447076
SVK,-563.4695709263802
SVN,-276.8693019106535
SWE,-3290.6431857698544
THA,-3324.5264222090955
TUN,254.15460024849847
TUR,63.514216327564206
TWN,-6075.4797490688925
USA,-52022.83301236982
VNM,2149.998772379933
ZAF,5927.192574936171
